1.5,50.1,315
29.5,32.6,332
18.4,55.4,163
14.0,39.4,244
15.3,29.7,321
2.2,26.5,99
37.1,35.5,310
7.2,55.2,177
22.2,46.9,151
18.0,43.5,254
8.3,49.2,162
7.6,31.8,149
9.5,39.8,143
8.2,42.8,165
7.2,55.6,233
8.7,35.6,218
15.6,47.7,214
24.2,51.7,293
25.9,59.3,260
18.5,27.8,297
14.6,33.8,327
13.2,42.4,17
7.1,32.4,255
9.4,40.8,337
7.1,46.6,75
10.5,31.5,278
23.9,36.9,337
6.4,36.0,52
24.9,34.6,288
32.1,35.0,295
8.7,37.3,343
8.0,32.5,297
18.3,58.2,212
5.4,47.2,20
5.4,43.7,228
41.0,36.4,293
17.9,43.5,285
17.7,53.7,153
2.7,39.8,293
16.3,36.2,315
6.2,35.9,234
15.2,45.3,324
21.2,51.4,339
26.4,53.0,250
8.4,52.3,223
37.4,34.3,308
2.4,49.3,117
6.1,41.1,242
11.2,41.0,318
9.5,48.3,11
13.7,45.4,210
14.9,42.1,75
9.9,55.3,170
8.0,48.6,198
36.7,35.7,313
23.7,43.2,303
0.5,33.8,135
6.7,42.4,196
6.4,40.2,297
29.3,41.1,313
9.0,52.5,61
40.3,35.2,302
7.3,52.0,213
4.7,35.6,180
5.2,32.3,245
6.7,62.3,144
17.5,39.3,76
10.9,40.8,172
7.6,40.9,352
15.0,31.5,312
14.6,48.0,196
14.5,51.8,222
4.3,35.7,204
5.9,35.3,137
8.0,46.5,175
6.4,41.4,254
8.7,38.7,265
17.3,42.6,73
13.2,62.8,169
5.0,40.3,249
8.6,31.5,292
3.9,40.5,248
9.9,34.1,199
11.9,36.4,272
16.7,33.6,256
37.0,40.1,318
10.2,51.7,32
7.7,56.8,169
10.8,48.0,26
14.2,40.5,187
7.2,37.3,354
5.9,46.2,218
20.4,33.0,287
21.6,32.3,327
7.9,44.2,177
10.1,40.9,88
13.9,42.6,233
17.4,37.3,288
9.4,28.4,268
7.0,40.3,339
12.5,35.1,237
8.2,32.8,299
11.5,49.8,302
10.8,36.4,291
13.1,40.3,127
39.5,35.2,302
7.0,39.7,145
15.1,46.7,303
7.8,37.2,292
5.5,36.2,293
19.5,61.0,231
20.9,49.1,285
5.8,46.0,86
5.5,43.1,157
7.8,31.8,283
3.4,48.3,72
31.3,11.3,287
19.4,48.8,269
10.4,53.0,236
9.2,31.1,321
26.8,29.1,343
1.4,49.1,270
18.1,31.4,319
7.9,40.6,47
16.3,36.6,298
20.4,52.8,253
4.1,29.6,225
6.5,48.3,109
3.2,34.3,207
14.2,33.5,261
9.9,40.9,46
11.8,35.1,50
3.8,46.1,253
31.1,44.9,295
1.5,49.8,225
8.6,62.9,213
18.9,27.3,294
27.2,11.0,305
8.2,36.3,311
7.2,39.7,183
10.5,36.9,49
17.9,40.3,341
4.4,49.0,171
5.2,51.6,56
6.0,39.9,213
18.9,43.4,312
9.3,21.9,324
17.0,65.8,197
10.2,47.5,247
8.3,42.3,275
14.0,51.6,203
10.9,29.0,333
4.0,47.8,175
18.5,42.9,57
15.9,38.2,123
21.7,44.0,78
21.7,43.5,294
16.6,33.6,275
12.2,32.2,19
14.2,42.2,120
17.1,40.6,314
13.2,36.7,73
12.6,54.0,200
18.7,48.6,289
16.4,37.4,206
2.6,37.1,124
5.2,47.5,74
8.8,43.2,348
15.3,47.0,315
23.4,63.0,260
10.5,55.9,218
18.5,45.6,333
14.1,48.3,184
9.1,45.2,288
9.0,39.1,299
4.7,37.9,238
23.5,48.2,293
25.1,28.9,344
17.9,52.9,171
10.9,38.0,314
26.0,38.4,276
9.7,31.2,239
6.2,33.5,277
6.2,54.3,216
17.0,42.1,328
40.2,22.1,285
9.4,38.1,18
9.3,41.0,208
9.9,31.9,327
22.5,4.0,292
17.1,42.8,318
15.5,25.7,184
7.4,49.6,137
2.3,42.8,129
14.7,30.2,295
11.6,40.3,85
10.9,33.1,197
4.3,33.2,265
10.9,39.0,214
4.0,31.7,207
6.8,40.8,155
15.9,52.5,288
13.5,35.8,314
18.2,47.0,295
2.0,31.2,225
10.8,53.7,217
18.4,60.0,132
4.6,45.2,51
20.9,54.7,315
9.2,37.2,318
17.4,47.7,150
23.8,28.2,340
0.5,26.8,135
35.9,41.5,318
7.7,32.1,229
16.4,54.4,285
18.7,51.9,242
14.2,43.9,306
15.1,40.4,322
12.5,49.5,226
8.6,51.7,182
7.9,39.9,204
1.0,51.6,135
7.4,45.9,203
10.4,40.8,226
36.7,42.2,319
6.2,39.6,201
8.4,54.3,250
10.6,50.7,152
8.4,48.6,211
7.7,40.1,233
5.9,32.3,232
7.4,43.3,157
1.8,30.1,90
10.9,44.9,207
6.9,39.8,129
8.9,44.9,194
14.5,55.2,174
11.0,46.7,232
30.1,7.3,311
16.2,34.8,302
21.9,40.0,250
27.8,45.1,301
5.4,55.5,274
9.6,40.5,34
11.8,39.3,157
2.3,44.4,288
19.7,52.7,152
8.2,31.8,299
13.7,39.6,325
14.7,37.3,17
5.1,32.3,219
9.8,34.5,253
3.4,53.4,212
5.5,38.4,58
15.0,38.4,204
35.0,24.0,292
7.9,38.9,227
16.4,49.4,303
4.5,33.3,256
6.4,44.1,43
10.5,36.3,262
20.2,50.6,275
5.9,39.1,47
27.3,42.2,254
9.3,37.1,298
10.3,38.1,324
10.5,31.0,202
21.9,44.3,303
11.6,60.8,196
22.5,31.0,354
5.8,39.5,184
5.9,31.7,133
12.0,62.8,196
10.8,46.7,268
21.2,49.0,270
2.3,38.6,198
11.3,36.9,333
13.9,33.8,201
15.3,41.9,124
5.0,38.8,330
9.1,61.6,189
19.5,50.8,231
6.9,34.2,219
6.2,42.3,339
8.8,54.1,251
8.4,40.8,340
23.4,37.8,272
7.8,37.3,283
8.4,41.2,115
7.2,43.3,3
25.4,32.2,339
2.2,42.6,90
27.3,28.8,306
27.7,38.9,283
9.5,50.2,29
7.1,32.0,204
24.9,54.5,160
11.6,44.3,116
14.8,45.4,244
7.5,38.4,343
17.7,39.6,322
9.7,47.5,195
9.1,57.9,187
11.3,54.0,187
18.0,32.5,344
15.3,43.5,319
3.1,40.1,306
5.4,41.7,323
27.9,40.7,299
9.6,44.7,124
15.4,46.9,213
39.4,36.1,301
10.3,39.8,306
11.4,35.3,288
15.7,52.4,164
25.1,47.7,321
4.3,54.8,48
7.2,48.2,323
19.2,51.1,347
15.5,37.4,335
12.7,41.1,262
7.4,39.1,51
29.5,44.0,252
6.8,40.1,205
1.5,31.7,225
7.1,32.2,210
9.6,41.4,290
2.4,40.0,207
11.5,56.5,274
16.1,39.7,304
17.1,38.2,202
10.1,54.3,207
9.1,36.2,252
8.0,43.0,333
14.8,27.2,3
12.2,33.3,326
10.6,32.9,24
11.8,40.2,250
13.1,57.1,171
15.0,30.8,343
21.5,47.0,320
17.1,47.1,172
13.2,45.4,43
15.5,46.2,271
9.7,54.8,180
7.2,32.6,27
18.9,41.9,132
8.9,41.3,50
15.3,45.1,336
17.6,30.2,311
24.1,41.7,250
18.4,41.2,357
4.7,26.9,90
6.2,31.0,324
21.6,46.6,323
14.6,41.7,200
6.8,43.5,205
11.2,34.2,184
22.5,45.2,320
21.5,34.3,342
13.4,41.3,256
5.8,50.8,120
16.6,51.3,246
12.8,58.8,212
21.6,42.2,327
3.3,50.7,221
5.8,36.0,277
9.6,40.3,56
8.8,44.2,348
8.2,44.6,131
14.0,36.6,215
28.3,29.6,338
9.2,66.0,211
2.7,47.0,157
19.2,44.8,293
6.6,52.5,171
20.5,43.5,72
3.4,36.0,212
4.5,36.9,299
8.7,34.9,343
14.8,40.9,270
8.7,32.4,322
25.7,37.2,275
18.3,40.5,32
9.4,46.8,173
22.0,53.4,249
15.8,45.7,343
12.0,42.6,51
4.8,29.1,167
13.2,39.1,145
10.8,39.6,334
13.5,36.4,245
25.3,61.5,259
6.8,39.5,252
6.7,41.0,54
22.3,48.0,252
11.5,47.4,231
37.8,24.3,297
13.6,35.5,202
10.8,30.0,120
14.1,30.5,142
6.7,43.8,144
